id,community_id,tag_id
7f911ee1-a822-4b89-8e1a-c46199073c2a,960cb217-34dd-4938-8299-bf2173faa864,98f83202-01a1-411a-b2e3-6d46c67f6136
80fc2df2-18da-45e1-8a5d-6a01a2f054b6,20e3d9c8-875e-40c4-b0e4-7bd88a2ac8c7,e74551a8-ec04-4ce9-9401-d25a5923d7be
81611bff-0772-40a7-b587-24dfb0095242,d301051d-a0f5-43dc-8724-ec34ec4730d8,0048b889-1b62-4769-b4dc-e439952d227b
8422211f-33eb-4564-97fb-071509c3fdd2,854a4e00-546d-4ce2-9e85-09617dc850ad,4631f2be-869d-4f8c-ab94-501d8e4e4e01
87dc10a4-67c6-412e-b1d5-1552294a2722,b54e682f-bb7c-48c7-97bd-8df146932c84,1d845161-c1ee-4eae-b931-8f8901f6dc28
8f4e9dae-d006-4782-9851-6337fb7cbc76,c5da666d-b32b-4e7a-a1cf-596728de0f6c,a4ad7d4a-9be3-4353-930e-11a6297b050a
93c6064c-74bb-424a-8b65-550eeae09da9,20e3d9c8-875e-40c4-b0e4-7bd88a2ac8c7,bddd75d5-6d27-438b-abe0-502a21cd90e6
983d90f2-a962-40f0-9192-d8dbe69547c2,8dace69f-98bc-42dc-8da5-cb2b070d492c,26721686-1dc3-45e8-9562-507629b623b6
a36a9a13-6607-446a-870f-554c9728356f,2709f3f3-d915-46bb-9adc-c9d01cb8354e,3dd0c2e9-67be-4da0-9cbc-8b06d2a15f89
a6bc57a2-e8b7-43cd-8969-b39619846b43,f1118cb4-e5c5-4a24-abfd-b45fc977f700,98f83202-01a1-411a-b2e3-6d46c67f6136
b59f4cc4-c646-459d-a0b6-21d7a0a8508b,2709f3f3-d915-46bb-9adc-c9d01cb8354e,b26077f2-ffc1-434c-af3e-a6686e18cd05
b7836a5c-33d6-4547-ba4c-3fa7abb092fe,4666ab83-6164-46c0-a0a2-31f6c1266798,506f123b-76a3-45eb-a259-a75358a3b716
c1575cb1-4d19-4e64-bd0e-4a104b4ba18d,960cb217-34dd-4938-8299-bf2173faa864,99d7e1ba-02ae-4bc9-8e28-c709e0e808c7
d2b19759-8196-483e-868e-7ac3e2739e5c,4666ab83-6164-46c0-a0a2-31f6c1266798,a4ad7d4a-9be3-4353-930e-11a6297b050a
d5c71780-4b51-406e-a18f-4dc82c947039,adad4ed8-1405-48aa-98b7-29be25fc3732,6d38bc48-d63a-4d67-b6e8-bb6a1db32c47
df9ad2e9-5bdb-45d9-8975-3e4d3727cf8b,9283fddd-467d-442e-bc54-9a508f810ba6,f52d3abf-0817-461b-9547-0c6008c7c628
e16620a1-375e-4f35-9876-de5f2b887476,d301051d-a0f5-43dc-8724-ec34ec4730d8,68c9d5f7-c94f-4ecd-96a5-701b6e7408f9
e37aa788-0e66-46a2-8f1e-06308d0bac1d,9283fddd-467d-442e-bc54-9a508f810ba6,574b9bb2-a55f-449f-960f-fc7751079f57
eb116d74-24d6-4700-88f2-1f4ec22dd0c8,99634b58-b02a-4c1b-b06d-f360c9176f87,e74551a8-ec04-4ce9-9401-d25a5923d7be
ef8595a3-0c61-4bc5-a291-04a1e747ad8a,adad4ed8-1405-48aa-98b7-29be25fc3732,0048b889-1b62-4769-b4dc-e439952d227b
fbbe4ca2-12f0-4240-b3e5-07694bca964e,f1118cb4-e5c5-4a24-abfd-b45fc977f700,99d7e1ba-02ae-4bc9-8e28-c709e0e808c7
fc4f3e3a-0c25-4e88-90cf-d400e252d0ec,4cc92655-5967-483b-a428-714749f90774,72482812-14e5-494c-a1fd-f1943c4289f6
